n_gram,freq
that there are,1930
a few minutes,1929
and then i,1922
be a great,1919
so you can,1917
for some reason,1915
one of his,1915
in a while,1913
a picture of,1912
of the night,1910
and have a,1909
happy new year,1909
for more information,1908
along with the,1902
and that is,1902
in one of,1902
the time of,1901
was on the,1899
feel like i,1894
over and over,1893
so much fun,1893
need to do,1892
they are not,1890
looks like a,1886
the state of,1886
to win the,1885
the only way,1884
to watch the,1882
to come to,1877
was a little,1876
and you can,1873
i had the,1872
the chance to,1872
i try to,1869
it to be,1869
in this case,1862
of the same,1862
all of them,1861
i don't even,1860
the way i,1859
it on the,1855
that can be,1855
i think you,1848
as one of,1847
of the other,1847
that he is,1847
the lack of,1846
it was not,1845
should be a,1844
the last few,1843
but i was,1841
is trying to,1838
when you are,1838
but in the,1836
in the case,1834
i tried to,1830
if i can,1830
he has a,1829
to me and,1829
it was an,1827
on how to,1827
and the other,1825
for the new,1825
me and i,1824
a look at,1823
he had a,1823
be one of,1822
not to be,1819
wait for the,1819
as you can,1818
i guess i,1818
to the next,5000
and they are,1816
in the car,1815
a fan of,1814
of the state,1814
all of my,1813
if i could,1808
if you need,1808
i'm trying to,1806
how much i,1805
that he had,1804
will be able,1804
you don't know,1804
nothing to do,1803
me in the,1802
to find the,1802
there are many,1801
you are not,1801
a result of,1800
one of these,1800
parts of the,1799
for the day,1793
it as a,1792
so we can,1792
the st louis,1791
do you want,1789
on the same,1788
people who are,1788
a few more,1787
he said i,1786
when you have,1784
i know you,1782
i don't care,1781
i could have,1776
on the ground,1776
the majority of,1775
along the way,1773
in recent years,1770
they need to,1768
that i would,1767
in st louis,1765
the age of,1765
who wants to,1765
the death of,1764
we had to,1762
is part of,1761
happy mothers day,1757
if i was,1757
i'd love to,1756
way to the,1756
in other words,1755
will have a,1755
i didn't have,1754
to the point,1753
and i know,1752
two of the,1750
just wanted to,1749
my way to,1749
the history of,1749
know what to,1748
could be a,1747
want to make,1744
a lot to,1743
see you there,1741
way to go,1741
to be more,1734
of the way,1732
will be on,1729
on the back,1728
i just got,1727
me and my,1727
a good idea,1725
that i don't,1725
and i are,1723
i think i'm,1721
are you doing,1719
it would have,1719
the next few,1719
the second half,1717
which is a,1717
not to mention,1716
was trying to,1716
able to get,1715
ready to go,1715
all of this,1714
a handful of,1713
i am in,1713
i love this,1712
if you do,1710
the best way,1710
is to be,1709
like to see,1709
little bit of,1707
them in the,1707
really want to,1704
across the country,1703
forward to the,1700
you don't want,1700
know if you,1699
a few months,1696
you in the,1696
of the city,1694
the importance of,1693
to the public,1693
much as i,1691
at least a,1690
a bit more,1688
the first half,1684
a_m to p_m,1683
happy mother's day,1683
i have never,1683
come to the,1682
the heart of,1682
to get some,1681
i'm not going,1680
on to the,1679
was supposed to,1678
and will be,1677
in new jersey,1676
that you have,1673
wanted to be,1672
hope you have,1671
wish i was,1671
getting ready for,1670
if it was,1670
getting ready to,1669
and we are,1668
he wants to,1668
for me i,1667
to focus on,1666
all of our,1663
we have been,1663
you are the,1663
the last two,1661
to get in,1660
for the most,1659
give me a,1659
rt if you,1659
were going to,1659
i'm not a,1657
to go out,1657
it's not a,1655
the past few,1655
the process of,1653
and his wife,1652
and one of,1652
if it is,1648
it is to,1648
were able to,1648
it might be,1646
that i could,1646
and for the,1645
if there is,1645
on the phone,1645
wish i had,1645
i had no,1642
i'm pretty sure,1641
but i do,1640
up in a,1640
i know it,1639
that is not,1638
for the mention,1636
get rid of,1636
the federal government,1636
in the final,1635
where are you,1635
that kind of,1632
you have the,1632
known as the,1631
some sort of,1630
but this is,1629
going to go,1629
in high school,1629
the first place,1628
that has been,1627
and there are,1626
to become a,1626
let you know,1625
time in the,1625
the side of,1624
the world is,1623
the point of,1620
to know that,1620
the center of,1618
back on the,1617
version of the,1614
had no idea,1613
are trying to,1612
going to make,1611
some kind of,1608
the face of,1606
we don't have,1606
do the same,1604
but there are,1603
he wanted to,1603
in your life,1603
even though i,1602
the world and,1600
is there a,1597
this was the,1597
we are not,1597
would not be,1597
you have any,1596
when you get,1593
and he was,1592
and that the,1592
he did not,1592
a ton of,1591
in los angeles,1591
for us to,1590
in the day,1590
a time when,1589
the department of,1589
as good as,1588
it may be,1587
best way to,1585
i was able,1583
is just a,1583
of course the,1583
think about it,1582
you had a,1582
this is an,1580
whether or not,1580
a few hours,1579
because it is,1576
may have been,1576
the need to,1576
of the book,1575
two years ago,1575
reminds me of,1574
and i just,1571
they have to,1571
but there is,1570
forward to seeing,1568
is also a,1565
for at least,1564
of the things,1564
what's going on,1563
be part of,1562
he has been,1562
do not have,1559
i still have,1559
if you like,1559
is a little,1558
we are going,1558
what i was,1558
i should have,1557
place in the,1557
at one point,1556
he was the,1556
i want a,1556
i didn't want,1555
love to see,1555
so excited to,1554
you get a,1553
back of the,1552
be at the,1551
for me and,1547
know what i,1546
an opportunity to,1545
to one of,1545
what a great,1544
i like it,1542
so much to,1540
to win a,1539
welcome to the,1539
be the best,1538
out of it,1538
thanks for sharing,1538
had a good,1537
not want to,1537
know what you,1535
are the best,1534
the one who,1532
and i can't,1531
to be done,1531
what is your,1531
you can find,1530
is about to,1528
the course of,1528
they will be,1528
working on a,1528
because it was,1527
and there is,1526
is what i,1526
each of the,1525
to try and,1525
hall of fame,1523
and i can,1521
there have been,1519
this will be,1519
to have you,1519
we can do,1516
early in the,1515
but i can't,1511
so much more,1511
it makes me,1509
who has been,1508
make sure to,1507
i should be,1506
less than a,1503
the difference between,1503
you guys are,1503
be the first,1502
in the right,1500
not in the,1500
as i was,1499
i think this,1499
the first round,1498
if you haven't,1496
in san francisco,1495
if you were,1494
want you to,1494
i hate when,1493
time for the,1493
in the fourth,1492
should have been,1491
you know the,1490
to have been,1489
what happened to,1489
here is a,1488
there is nothing,1488
to be honest,1488
the same as,1486
while i was,1486
the world of,1485
to come back,1485
a man who,1484
we have the,1484
on the first,1483
appears to be,1481
can i get,1481
in which the,1481
thanks to the,1480
president barack obama,1479
not sure if,1477
it in a,1474
in the meantime,1473
that's what i,1473
out how to,1472
what you think,1472
those of you,1470
waiting for the,1470
because they are,1469
i am the,1469
i just don't,1469
in an interview,1469
on the right,1469
to the top,1468
close to the,1467
you know i,1467
should not be,1466
to the new,1460
are a few,1459
that they were,1459
him in the,1458
on the new,1458
so proud of,1458
of one of,1457
have you ever,1456
to see that,1456
but i'm not,1454
trying to make,1454
to know what,1452
to say i,1451
will be at,1450
i got the,1449
back into the,1448
going to see,1448
to me that,1446
a total of,1443
have to make,1443
need to go,1443
are on the,1442
i know what,1441
of the last,1441
to be at,1441
have you been,1440
in the block,1440
this is one,1440
it's a good,1438
take a look,1438
came up with,1437
i was thinking,1437
a trip to,1436
i go to,1436
the life of,1436
on the internet,1435
when it was,1435
great way to,1434
she was a,1434
if they are,1433
he is the,1432
couple of weeks,1430
first day of,1430
that it would,1430
can do it,1429
i have had,1428
go to sleep,1427
are looking for,1426
it was great,1426
to catch up,1425
to those who,1425
in the us,1424
we are all,1421
it has a,1420
do with the,1419
here are some,1419
part of my,1418
the things that,1418
the way you,1418
to build a,1418
told me that,1418
for them to,1417
the hunger games,1417
those who are,1415
the way the,1414
my best friend,1411
it's a great,1410
more than the,1410
much of a,1410
the los angeles,1410
time of the,1410
for a couple,1408
i woke up,1408
much for the,1407
i hope to,1405
look like a,1405
of a new,1405
awkward moment when,1402
what you want,1402
have to wait,1401
is a lot,1401
of the month,1401
thanks to all,1401
will always be,1401
go to bed,1399
right now i,1399
to come out,1399
to me i,1399
you know how,1399
did you get,1398
i have not,1397
on behalf of,1397
executive director of,1396
give it a,1395
we all know,1395
up and down,1393
you get the,1393
gonna be a,1392
new york times,1392
involved in the,1391
to live in,1391
a copy of,1390
the sound of,1390
to go with,1390
i haven't been,1388
chance to win,1387
has not been,1387
it seems like,1386
on the field,1386
on the side,1386
thanks for your,1386
now i have,1385
the new jersey,1385
in favor of,1384
at the beginning,1383
a very good,1381
for a great,1381
friends and family,1381
excited to see,1380
who you are,1380
some of them,1379
spread the word,1378
i know it's,1377
time of year,1376
men and women,1375
is that i,1374
last year and,1373
so if you,1373
the idea that,1372
but they are,1370
back and forth,1367
know that i,1367
check out our,1366
for him to,1365
for those of,1365
make it to,1363
but i know,1362
me know if,1361
time for a,1361
a good one,1360
here in the,1360
that in the,1359
was the only,1359
and a few,1358
i needed to,1358
you are in,1358
i think they,1357
for the #ff,1356
going to take,1356
learn how to,1356
give you a,1355
in the kitchen,1355
way to get,1355
i don't get,1354
more likely to,1354
not so much,1354
of people who,1354
earlier this year,1353
but it's not,1352
has been the,1352
she said she,1352
this is why,1352
well as a,1352
grew up in,1349
that we can,1349
i will not,1347
all kinds of,1345
i was at,1345
meant to be,1345
i think he,1344
the value of,1344
out for the,1343
when she was,1343
over to the,1341
to buy a,1341
a great deal,1340
might be a,1340
to go on,1340
i love to,1339
at this time,1338
live in the,1338
the associated press,1338
to a new,1338
are so many,1337
and we have,1336
he and his,1336
he will be,1336
we went to,1336
there are so,1335
to worry about,1335
need to know,1334
you do not,1334
up at the,1333
cinco de mayo,1331
only a few,1331
the past two,1331
thought i was,1331
is all about,1330
i made a,1329
is like a,1329
of thousands of,1329
the first of,1328
and on the,1327
to say the,1327
to the world,1327
to be there,1326
was at the,1324
is that it,1323
to start the,1322
a long way,1321
that would have,1321
are expected to,1319
what the hell,1319
that she was,1318
so i have,1317
this kind of,1317
at least i,1316
hope you are,1316
it turns out,1316
just a little,1316
looking at the,1316
on the radio,1316
to think of,1315
up for a,1315
it was like,1314
to see my,1314
he was in,1313
i love your,1313
make sure that,1313
in my opinion,1312
take advantage of,1312
go to a,1311
how to make,1311
i look forward,1311
i love how,1311
it is so,1311
trying to figure,1309
no idea what,1308
the form of,1308
all of these,1306
in the fall,1306
why am i,1306
and i would,1305
addition to the,1304
and at the,1304
back to work,1304
here is the,1304
family and friends,1303
to everyone who,1301
and when i,1300
great to see,1299
in my mind,1299
feel like a,1298
in the top,1298
like to be,1298
the loss of,1298
and out of,1297
be a part,1297
out of his,1297
went on to,1297
the edge of,1296
the future of,1295
and then the,1294
but i will,1293
in the room,1293
in a small,1292
more than one,1292
more than years,1292
the type of,1292
you for your,1292
get to see,1291
of the past,1291
at the bottom,1290
don't know why,1290
last night i,1290
love you too,1290
that i will,1290
i am sure,1289
i really want,1288
if you can't,1288
that he has,1288
you know it,1288
thing to do,1285
the quality of,1284
might have been,1280
expected to be,1279
i will have,1278
said that the,1278
beginning of the,1277
even if you,1276
goal is to,1276
is going on,1276
of you who,1276
oh my god,1276
to give the,1276
vice president of,1276
the best thing,1275
what did you,1274
a way that,1272
of more than,1272
of the country,1272
of the story,1272
the way it,1272
to be one,1272
the one that,1271
and i'm not,1270
that have been,1270
this year and,1269
i could be,1268
i have an,1268
me want to,1266
i can tell,1265
in response to,1265
all is well,1264
to come up,1263
in a large,1262
such a great,1262
an effort to,1261
because of a,1261
deal with the,1260
i have ever,1260
so i was,1260
and try to,1258
i had been,1258
if you think,1258
in the summer,1258
there is an,1258
turned out to,1258
with a little,1258
when i got,1257
the most part,1256
the man who,1255
and lots of,1254
i live in,1254
may be a,1254
chairman of the,1253
some of these,1253
the people of,1253
were in the,1253
i was not,1251
wanted to do,1251
in san diego,1250
is a big,1249
to stay in,1249
was the best,1249
a hard time,1247
said in an,1247
it's time for,1246
i felt like,1245
in the late,1245
it does not,1245
few years ago,1243
figure out how,1243
i know the,1243
to get into,1242
of all time,1241
of their own,1241
that he would,1241
will you be,1241
he had been,1240
come back to,1239
off to the,1239
to return to,1239
next to the,1238
the time and,1238
as it was,1237
the first day,1237
they are the,1237
of the top,1236
why is it,1236
keep up the,1235
over the weekend,1235
a spokesman for,1234
had to do,1234
if i don't,1234
you should be,1234
are a lot,1233
i really don't,1233
people who have,1233
the case of,1233
there would be,1232
you know you,1232
as i can,1231
for the weekend,1230
to change the,1230
have the same,1229
for a little,1228
you would like,1228
between the two,1227
don't have the,1227
for the second,1227
return to the,1227
i hope that,1226
you get to,1226
the price of,1225
the role of,1225
could not be,1224
talking about the,1224
what i do,1223
able to do,1222
the whole thing,1222
was just a,1222
even if it,1220
first time i,1220
of the two,1220
the first to,1220
was a bit,1220
have to take,1219
the world to,1219
to write a,1219
going on in,1218
lot of the,1218
been in the,1217
that there was,1217
to do what,1217
to each other,1217
hit me up,1216
you are going,1216
he said it,1215
none of the,1215
so i could,1215
you can be,1214
you can make,1214
all i can,1213
i can say,1213
with a few,1213
the first quarter,1212
to tell me,1212
a few times,1211
and i hope,1211
i knew i,1211
so that i,1211
to give up,1211
soon as i,1210
the need for,1210
and the rest,1209
i will never,1209
the first two,1209
it is also,1208
many of them,1208
seems to have,1208
just need to,1207
of the united,1207
is supposed to,1206
for the best,1205
i am still,1204
makes me feel,1204
so many people,1204
what you do,1204
might as well,1203
in the uk,1202
is so much,1202
the hands of,1201
a great job,1200
what i want,1200
don't need to,1199
will be held,1199
because i was,1198
couple of years,1198
work in the,1198
i really like,1196
the possibility of,1196
with the same,1196
it but i,1195
seemed to be,1195
going back to,1194
they have been,1194
why are you,1194
better than the,1193
left in the,1193
is no longer,1192
i don't really,1191
in need of,1191
start of the,1191
about percent of,1190
going to happen,1190
i don't see,1190
in the dark,1190
we do not,1190
a great way,1189
and had a,1189
all sorts of,1187
i'll have to,1187
live in a,1187
may be the,1187
you like to,1187
focus on the,1186
to the city,1186
find a way,1185
in the league,1185
listening to the,1185
is a bit,1184
to leave the,1184
trying to find,1184
when i saw,1184
she is a,1183
wants to be,1183
and all of,1182
can see the,1182
the day i,1182
if you're not,1181
need to make,1181
try to get,1181
who want to,1181
it is an,1180
think it was,1180
has always been,1179
the right thing,1179
day in the,1178
had a lot,1178
of the american,1178
is the one,1177
i see you,1176
we are in,1175
you can also,1175
in a long,1174
out of this,1174
and you will,1173
i was there,1173
in honor of,1173
you are so,1173
i think of,1172
make it a,1172
why do you,1171
is the same,1170
there's a lot,1170
in and out,1169
up to a,1169
but i can,1168
the way of,1168
those who have,1168
in such a,1167
couple of days,1166
might not be,1166
likely to be,1165
forward to it,1164
see you at,1163
the result of,1163
with the new,1163
to think that,1162
in the midst,1161
really need to,1161
the midst of,1161
and it will,1160
of the national,1160
the first thing,1160
if i were,1159
to all my,1159
was born in,1159
what are your,1159
i was on,1158
it feels like,1158
to play with,1158
with a new,1158
tell you that,1157
it's all about,1156
thought it would,1156
just trying to,1155
most of them,1155
not the only,1155
a whole lot,1154
the supreme court,1154
you go to,1154
a lack of,1153
it's just a,1153
talk to me,1152
but at least,1151
get ready for,1151
how do i,1151
to do and,1151
he had to,1150
me when i,1150
on the list,1150
see you in,1150
to you and,1149
and we will,1148
have a few,1148
have been the,1148
so i don't,1148
when they are,1148
i got my,1147
it was all,1147
must have been,1147
you think of,1147
he's going to,1146
last time i,1146
lot of time,1146
stay tuned for,1146
that they have,1146
the problem is,1146
was not a,1146
in the form,1145
what you are,1145
but you can,1144
to get up,1144
you at the,1144
to be back,1142
for a good,1141
in the book,1141
the super bowl,1141
a kind of,1140
don't think i,1140
to put the,1140
to share with,1140
fact that the,1139
i didn't get,1139
so i am,1139
the last years,1138
as many as,1137
you think you,1137
head of the,1136
later in the,1135
i was the,1134
not sure what,1134
that it will,1134
you look at,1134
do you like,1133
i just saw,1133
i know i'm,1133
the house and,1133
for most of,1132
this time of,1132
to get your,1132
and that was,1131
had to go,1131
it and i,1131
to give it,1131
i was like,1130
as opposed to,1129
think it is,1129
but at the,1126
the way we,1126
these are the,1125
in on the,1124
he said that,1123
not a good,1123
to make this,1123
trip to the,1123
got to be,1122
kind of a,1122
said of the,1122
an attempt to,1121
has been in,1121
sides of the,1121
with all of,1121
around the corner,1120
how to get,1120
a beautiful day,1119
be in a,1119
to new york,1119
new york and,1118
of them are,1118
thanks for all,1118
that could be,1118
to hear that,1118
the fourth quarter,1117
to believe that,1117
don't even know,1116
that if you,1116
that is what,1116
but i love,1115
i can be,1115
in a new,1114
have a wonderful,1113
have time to,1113
talk about the,1113
name of the,1112
i took a,1111
last day of,1111
on their own,1111
who have been,1111
but i just,1110
of the u_s,1110
that awkward moment,1110
i'm about to,1109
made it to,1109
most of my,1109
day to all,1108
said he would,1108
the city and,1108
the past year,1108
been trying to,1107
follow me back,1107
have to have,1106
it must be,1106
this is going,1106
it was in,1105
you need a,1105
it was time,1104
out there and,1104
i saw the,1103
it turned out,1103
to get on,1103
but i didn't,1101
have a new,1101
say that i,1101
think of the,1101
to have an,1101
so it was,1099
across the street,1098
and there was,1098
is gonna be,1098
the board of,1098
there are two,1098
you and i,1098
did not have,1097
to help you,1097
and i didn't,1096
i told him,1096
since i was,1096
the new year,1096
we love you,1096
it seems to,1095
other side of,1095
want me to,1095
which is the,1094
will be there,1094
he would have,1093
but when i,1092
can be found,1092
wait to get,1092
was in a,1092
going to try,1091
it has to,1091
not at all,1091
of the great,1091
but i still,1090
more than just,1090
why do i,1090
game of the,1089
i think about,1089
is why i,1089
to be with,1089
to join the,1089
for a week,1088
of new york,1088
to follow me,1088
to the state,1088
when i first,1088
all of your,1086
as i am,1086
each other and,1086
want to hear,1086
declined to comment,1085
on the table,1085
set up a,1085
years ago and,1085
came to the,1083
is full of,1081
to help the,1081
and i thought,1080
me if you,1079
is more than,1078
and you have,1077
excited to be,1077
out for a,1077
the key to,1077
will never be,1077
it's one of,1076
and no one,1075
he would be,1075
to participate in,1075
and i were,1074
to the end,1074
to the other,1074
want to have,1073
follow me please,1072
has become a,1072
to go through,1072
good to see,1071
if i have,1071
instead of the,1071
said she was,1071
so excited for,1071
the things i,1071
to go home,1071
of those who,1070
at that time,1069
i won't be,1069
not have a,1069
there has been,1069
thought i would,1069
to use it,1069
a place to,1068
who will be,1068
said he had,1066
the next two,1066
you've got to,1066
st louis county,1065
the first one,1065
will also be,1065
i grew up,1064
is based on,1063
and as a,1062
most of us,1062
no need to,1062
a really good,1061
i saw a,1061
in the playoffs,1061
the help of,1061
who i am,1061
keep up with,1060
out of your,1060
that's why i,1060
the lives of,1060
but he was,1059
it doesn't matter,1059
it was my,1059
to keep it,1059
be a little,1057
feel like i'm,1056
moment when you,1056
and now i,1055
and they were,1055
are some of,1055
it for the,1055
it's not the,1055
not have to,1055
one or two,1055
would you like,1055
i can only,1054
part of it,1054
see you soon,1054
what i have,1054
have had a,1053
have not been,1053
even though the,1052
